url,titulo,descripcion,fecha
https://www.elheraldo.co/la-guajira/2024/09/01/inicia-nueva-fase-de-construccion-de-subestacion-colectora-500-en-la-guajira/,Inicia nueva fase de construcción de subestación Colectora 500 en La Guajira,Esta semana arrancan las obras de construcción del proyecto energético Colectora 500 kilovoltios en el tramo Colectora- Cuestecitas con el que se buscará “ robustecer ...,"dom, 1 sept 2024"
https://www.elheraldo.co/la-guajira/2021/07/01/la-guajira-puerta-de-entrada-de-las-energias-renovables-duque/,"'La Guajira, puerta de entrada de las energías renovables': Duque",El presidente Iván Duque dijo ayer desde La Guajira que este departamento será la puerta de entrada a Colombia de las energías renovables. La tierra ...,"jue, 1 jul 2021"
https://www.elheraldo.co/atlantico/2024/06/12/otorgan-licencia-ambiental-a-linea-de-interconexion-colectora-en-la-guajira/,Otorgan licencia ambiental a línea de interconexión Colectora en La Guajira,"El ministro de Minas y Energía, Andrés Camacho, anuncio la entrega de la licencia ambiental a la línea de interconexión de Colectora en el tramo ...","mié, 12 jun 2024"
https://www.elheraldo.co/la-guajira/2021/04/29/en-la-guajira-se-realizo-diplomado-sobre-energias-renovables/,En La Guajira se realizó diplomado sobre energías renovables,"En La Guajira se realizó el diplomado Fuentes No Convencionales de Energías Renovables - FNCER y Desarrollo Humano Sostenible', el cual tuvo una duración de ...","jue, 29 abr 2021"
https://www.elheraldo.co/contenidos-en-alianza/2024/09/03/barranquilla-cartagena-y-la-guajira-con-potencial-para-el-hidrogeno-verde/,"Barranquilla, Cartagena y La Guajira, con potencial para el hidrógeno verde","El potencial de La Guajira, Barranquilla y Cartagena justifica la pretensión de Colombia de ser un centro de producción de hidrógeno de bajo carbono y ...","mar, 3 sept 2024"
https://www.elheraldo.co/columnas-de-opinion/fabrina-acosta-contreras/2024/07/11/sara-daza-maestre-la-dama-guajira-columna-de-fabrina-acosta-1109161/,Sara Daza Maestre: La Dama Guajira | Columna de Fabrina Acosta,"Las mujeres de mi tierra son pura fuerza pura, vallenato, sierra, provincia, mar y desierto, también son herederas de un poder que históricamente han tenido ...","jue, 11 jul 2024"
https://www.elheraldo.co/la-guajira/2024/06/12/anla-otorgo-licencia-ambiental-para-proyecto-de-energia-en-la-guajira/,ANLA otorgó licencia ambiental para proyecto de energía en La Guajira,"La Autoridad Nacional de Licencias Ambientales otorgó licencia ambiental para el proyecto de transmisión de energía eléctrica ubicado en el tramo Colectora - Cuestecitas, en ...","mié, 12 jun 2024"
https://www.elheraldo.co/atlantico/2025/08/17/la-entrada-de-mas-proyectos-de-energia-clave-para-garantizar-suministro-expertos/,Estrechez energética: creciente alerta que rodea a Colombia,"A partir del próximo año, la seguridad energética del país estaría en riesgo debido a que los proyectos que deberían estar operando cuentan con retrasos ...","sáb, 16 ago 2025"
https://www.elheraldo.co/colombia/2025/11/17/la-crisis-energetica-ha-sido-inducida-por-un-gobierno-hostil-al-sector-amylkar-acosta/,“La crisis energética ha sido inducida por un gobierno hostil al sector”: Amylkar Acosta,"El economista, académico y escritor guajiro Amylkar Acosta , reconocido como uno de los grandes pensadores del Caribe colombiano, ejerce desde hace años como oráculo ...","dom, 16 nov 2025"
https://www.elheraldo.co/columnas-de-opinion/2025/04/03/la-compleja-decision-de-cerrejon/,La compleja decisión de Cerrejón,“Tanto va el cántaro al agua que al final se rompe”. Este refrán de la sabiduría popular refleja lo que ha venido ocurriendo con Cerrejón ...,"jue, 3 abr 2025"
https://www.elheraldo.co/economia/2025/03/16/el-incierto-futuro-de-los-proyectos-eolicos-en-la-guajira/,El “incierto” futuro de los proyectos eólicos en La Guajira,"En Colombia existen varias zonas privilegiadas para el desarrollo de proyectos de energías renovables , especialmente en el sector de la tecnología eólica. En ese ...","sáb, 15 mar 2025"
https://www.elheraldo.co/la-guajira/2025/03/19/la-anla-le-dio-luz-verde-a-la-licencia-ambiental-del-proyecto-de-parques-eolicos-en-la-guajira/,La ANLA le dio luz verde a la licencia ambiental del proyecto de parques eólicos ...,La Autoridad Nacional de Licencias Ambientales (ANLA) dio a conocer este martes 18 de marzo que le otorgó la licencia ambiental al proyecto de transmisión ...,"mar, 18 mar 2025"
https://www.elheraldo.co/economia/2025/04/21/celsia-compro-proyectos-de-energia-solar-y-eolico-y-se-acerca-a-su-meta-de-1000-mw-de-energia-renovable-a-2027/,Celsia compró proyectos de energía solar y eólico y se acerca a su meta de ...,"Celsia, empresa de energía de Grupo Argos, sigue avanzando como gestor de activos para la transición energética, y se acerca a la meta de contar ...","lun, 21 abr 2025"
https://www.elheraldo.co/la-guajira/2021/07/06/volqueteros-de-la-guajira-inician-protesta/,Volqueteros de La Guajira inician protesta,"El gremio de volqueteros de La Guajira , inició este martes una protesta pacífica para solicitar a las autoridades locales que les permitan trabajar en ...","mar, 6 jul 2021"
https://www.elheraldo.co/la-guajira/2021/01/22/sena-inaugura-centro-agroempresarial-y-acuicola-en-la-guajira/,Sena inaugura Centro Agroempresarial y Acuícola en La Guajira,"En La Guajira, el Sena inauguró el Centro Agroempresarial y Acuícola que está ubicado en el municipio de Fonseca y que beneficiará anualmente con formación ...","vie, 22 ene 2021"
https://www.elheraldo.co/la-guajira/2020/02/27/jovenes-wayuu-de-la-alta-guajira-seran-capacitados-en-sistemas-solares-fotovoltaicos/,Jóvenes wayuu de la Alta Guajira serán capacitados en sistemas solares fotovoltaicos,El SENA de La Guajira capacitará a 34 jóvenes wayuu de 28 comunidades indígenas del corregimiento de Carrizal del municipio de Uribía en la Alta ...,"jue, 27 feb 2020"
https://www.elheraldo.co/columnas-de-opinion/2025/02/01/el-carbon-se-acaba-en-3-anos-eso-decian-columna-de-amat-zuluaga/,El carbón se acaba en 3 años…  eso decían,"En el norte de Colombia, en los departamentos del Cesar y la Guajira donde su economía es +50% dependiente de la minería del carbón, llegaron ...","sáb, 1 feb 2025"
https://www.elheraldo.co/atlantico/2025/04/25/gremios-piden-al-gobierno-aprovechar-riqueza-energetica-del-caribe-para-enfrentar-la-crisis/,Gremios piden al Gobierno aprovechar riqueza energética del Caribe para enfrentar la crisis,"El presidente del Comité Intergremial del Atlántico, Efraín Cepeda Tarud , durante la apertura del panel Seguridad Energética que se llevó a cabo este viernes ...","vie, 25 abr 2025"
https://www.elheraldo.co/atlantico/2025/11/09/la-falta-de-infraestructura-y-los-conflictos-sociales-retos-para-garantizar-la-seguridad-energetica/,La falta de infraestructura y los conflictos sociales: retos para garantizar la seguridad energética,"Aunque Colombia avanza en la incorporación de energías renovables, el país aún no vive una verdadera transición energética . Pese a que alcanza una buena ...","sáb, 8 nov 2025"
https://www.elheraldo.co/atlantico/2025/05/22/colombia-se-dirige-hacia-un-colapso-multiple-si-no-cambia-el-rumbo-ex-ministro-cardenas/,Colombia se dirige hacia un colapso múltiple si no cambia el rumbo: exministro Cárdenas,"El exministro de Desarrollo Económico, Mauricio Cárdenas, alertó que Colombia está incubando múltiples crisis que, de no ser enfrentadas con responsabilidad y visión colectiva, estallarán ...","jue, 22 may 2025"
https://www.elheraldo.co/cordoba/2025/03/16/la-policia-de-cordoba-incauto-un-cargamento-de-hicoteas-y-pescados/,La Policía de Córdoba incautó un cargamento de hicoteas y pescados,"Hicoteas y pescados , dos de los alimentos más apetecidos en esta temporada de Cuaresma y en la Semana Santa, fueron incautados por unidades del ...","dom, 16 mar 2025"
https://www.elheraldo.co/columnas-de-opinion/alvaro-lopez-peralta/2024/05/16/una-guajira-sin-corrupcion-es-posible-columna-de-alvaro-lopez-p-1094551/,Una guajira sin corrupción es posible | Columna de Álvaro López P.,"Puede ser mucho más fácil decirlo que hacerlo. Aunque también es claro que sólo los esfuerzos colectivos que se hacen con honestidad, dedicación y sacrificio ...","jue, 16 may 2024"
https://www.elheraldo.co/local/2025/11/09/no-seremos-el-obstaculo-de-la-transicion-energetica-sino-su-habilitador/,"“No seremos el obstáculo de la transición energética, sino su habilitador”: presidente de ISA","Con 58 años de historia, la multilatina colombiana se ha consolidado como líder en transmisión eléctrica, telecomunicaciones y vías en América Latina. Su presidente, el ...","sáb, 8 nov 2025"
https://www.elheraldo.co/atlantico/2024/06/16/un-lugar-ideal-para-la-generacion-de-energias-renovables/,Un lugar ideal para la generación de energías renovables,"Los altos niveles de radiación solar , la intensidad y velocidad de los vientos, son algunas de las características que hacen del departamento del Atlántico ...","dom, 16 jun 2024"
https://www.elheraldo.co/columnas-de-opinion/hernan-baquero-bracho/2024/01/08/la-problematica-de-la-guajira-columna-de-hernan-baquero-bracho-1060323/,La problemática de La Guajira | Columna de Hernán Baquero Bracho,"La problemática de La Guajira es compleja y abarca temas como la falta de acceso al agua potable, la desnutrición infantil, la pobreza extrema, y ...","lun, 8 ene 2024"
https://www.elheraldo.co/columnas-de-opinion/2025/11/13/visibles-contradictores-de-la-politica-energetica-petrista/,Visibles contradictores de la política energética petrista,"Como parte de su proceso de desgaste, al igual que como ha ocurrido en muchos temas clave del resorte del gobierno nacional, cada día son ...","jue, 13 nov 2025"
https://www.elheraldo.co/contenidos-en-alianza/2024/07/31/el-escalamiento-empresarial-en-el-caribe-debe-llegar-al-siguiente-nivel/,El escalamiento empresarial en el Caribe debe llegar al siguiente nivel,Futurizza es un proyecto financiado por el Sistema General de Regalías y ejecutado por el centro de Innovación y Productividad; Punto Estratégico en el que ...,"mié, 31 jul 2024"
https://www.elheraldo.co/sociedad/2024/09/23/maicao-le-abrira-las-puertas-al-ii-foro-de-mujeres-y-jovenes-wayuu-la-energia-sagrada-del-agua-y-los-vientos/,Maicao le abrirá las puertas al II Foro de ‘Mujeres y jóvenes wayúu: la energía ...,"Con el objetivo de desarrollar un diálogo de saberes, jóvenes y lideresas wayúu , defensoras del territorio, se unirán en un espacio de reflexión y ...","lun, 23 sept 2024"
https://www.elheraldo.co/editoriales/2023/05/26/perdera-colombia-su-autosuficiencia-energetica/,¿Perderá Colombia su autosuficiencia energética?,"https://www.youtube.com/watch?v=O95nuAfbBsc Contra todo pronóstico, Europa no sucumbió a la crisis energética desencadenada por la orden del presidente de Rusia, Vladimir Putin, de cerrar sus gasoduct","vie, 26 may 2023"
https://www.elheraldo.co/atlantico/2025/11/09/el-atlantico-se-proyecta-como-motor-de-la-transicion-energetica-en-colombia/,El Atlántico se proyecta como motor de la transición energética en Colombia,"El departamento del Atlántico se perfila como protagonista en la política nacional de transición energética, tras el respaldo del Ministerio de Minas y Energía y ...","dom, 9 nov 2025"
https://www.elheraldo.co/contenidos-en-alianza/2022/11/04/la-apuesta-de-air-e-por-la-energia-renovable/,La apuesta de Air-e por la energía renovable,Para Air-e es fundamental la generación de su servicio con energías limpias y de paso ofrecer a sus clientes en la Región Caribe precios competitivos. ...,"vie, 4 nov 2022"
https://www.elheraldo.co/la-guajira/2020/03/10/comunidad-wayuu-tiene-agua-potable-extraida-del-aire-usando-la-energia-solar/,Comunidad wayuu tiene agua potable extraída del aire usando la energía solar,"En la comunidad wayuu de Bahía Hondita en la Alta Guajira, sus habitantes ya no tendrán que sacar agua de los pozos artesanales, sino agua ...","mar, 10 mar 2020"
https://www.elheraldo.co/la-guajira/2020/04/23/en-video-cobatina-la-cabina-de-desinfeccion-que-funciona-con-energia-solar-en-la-guajira/,En video | ‘Cobatina’: la cabina de desinfección que funciona con energía solar en La ...,"Ideas innovadoras comienzan a generar cambios en el departamento de La Guajira , gracias a las capacidades y el ingenio de los instructores y aprendices ...","jue, 23 abr 2020"
https://www.elheraldo.co/la-guajira/2020/12/11/gobierno-otorga-permiso-de-2-servidumbres-para-construccion-de-parque-eolico/,Gobierno otorga permiso de 2 servidumbres para construcción de parque eólico,"El Gobierno nacional, a través de la Agencia Nacional de Tierras, oficializó en La Guajira el otorgamiento del permiso de uso sobre dos servidumbres ubicadas ...","vie, 11 dic 2020"
https://www.elheraldo.co/columnas-de-opinion/miguel-lotero-robledo/2021/08/21/la-guajira-la-joya-energetica-de-colombia/,"La Guajira, la joya energética de Colombia","Las tüumas, como se conocen en wayuunaiki, son piedras de color rojo que se incrustan principalmente en collares con trabajos artesanales en oro. En la ...","sáb, 21 ago 2021"
https://www.elheraldo.co/columnas-de-opinion/miguel-lotero-robledo/2021/08/21/la-guajira-la-joya-energetica-de-colombia-columna-de-miguel-lotero-robledo-843555/,"La Guajira, la joya energética de Colombia| columna de Miguel Lotero Robledo","Las tüumas, como se conocen en wayuunaiki, son piedras de color rojo que se incrustan principalmente en collares con trabajos artesanales en oro. En la ...","sáb, 21 ago 2021"
https://www.elheraldo.co/columnas-de-opinion/amat-zuluaga/2022/11/12/la-transicion-energetica-aumenta-las-emisiones-de-co2-columna-de-amat-zuluaga-954059/,La transición energética aumenta las emisiones de CO2 | Columna de Amat Zuluaga,En una intervención hace poco escuchaba hablar a varias personas sobre la necesidad de disminuir los gases de efecto invernadero y que por eso debemos ...,"sáb, 12 nov 2022"
https://www.elheraldo.co/la-guajira/2020/06/11/aprobado-en-la-asamblea-el-plan-de-desarrollo-2020-2023-de-la-guajira/,Aprobado en la asamblea el Plan de Desarrollo 2020-2023 de La Guajira,"La Asamblea Departamental de La Guajira avaló el proyecto de ordenanza 010 de 2020 , por medio del cual se aprobó el Plan de Desarrollo ...","jue, 11 jun 2020"
https://www.elheraldo.co/la-guajira/2020/08/27/proyecto-cuestionado-en-la-guajira-ya-no-sera-ejecutado-por-unipamploma/,Proyecto cuestionado en La Guajira ya no será ejecutado por Unipamploma,La gobernación de La Guajira informó que la Universidad de Pamplona desistió de ejecutar el proyecto para implementar una estrategia de aprobación social de conocimiento ...,"jue, 27 ago 2020"
https://www.elheraldo.co/economia/2021/02/11/barranquilla-sera-sede-de-encuentro-internacional-de-energias-renovables/,Barranquilla será sede de encuentro internacional de energías renovables,"Uno de los encuentros más importantes del sector de energías renovables en América Latina tendrá lugar en Barranquilla, en agosto de este año. El evento ...","jue, 11 feb 2021"
https://www.elheraldo.co/economia/2021/12/03/subasta-de-energia-renovable-de-air-e-despierta-interes-en-35-empresas/,Subasta de energía renovable de Air-e despierta interés en 35 empresas,Hay 35 firmas nacionales y extranjeras que ya han manifestado interés en la primera subasta para proyectos de generación de energía a partir de Fuentes ...,"vie, 3 dic 2021"
https://www.elheraldo.co/atlantico/2025/10/26/la-costa-atlantica-region-clave-en-la-transicion-energetica-de-colombia/,"“La costa Atlántica, región clave en la transición energética de Colombia”",No se puede hablar de transición energética sin mencionar a la costa Caribe. Esta región tiene un papel fundamental por su gran potencial en energía ...,"sáb, 25 oct 2025"
https://www.elheraldo.co/economia/2018/06/11/la-costa-toma-el-liderazgo-en-desarrollo-de-energias-alternativas/,La Costa toma el liderazgo en desarrollo de energías alternativas,"El futuro de la generación de energía a través de fuentes renovables no convencionales en Colombia se encuentra en la Costa Caribe, pues es la ...","dom, 10 jun 2018"
https://www.elheraldo.co/la-guajira/2018/08/21/tribunal-de-la-guajira-ordena-devolver-a-la-nacion-unos-3-mil-millones-de-dolares/,Tribunal de La Guajira ordena devolver a la Nación unos 3 mil millones de dólares,La Nación podría recuperar unos tres mil millones de dólares que dejó de recibir por un concepto de la Dian que se produjo en marzo ...,"mar, 21 ago 2018"
https://www.elheraldo.co/la-guajira/2020/11/07/la-guajira-presento-ocho-proyectos-a-minciencias/,La Guajira presentó ocho proyectos a Minciencias,"Seguridad alimentaria, tecnificación pesquera, conectividad escolar y fortalecimiento turístico fueron algunos de los proyectos presentados a la ministra de Ciencias, Tecnología e Innovación Mabel T","sáb, 7 nov 2020"
https://www.elheraldo.co/editoriales/2021/10/01/el-editorial-hidrogeno-verde-oportunidad-para-la-costa/,"El Editorial | Hidrógeno verde, oportunidad para la Costa","https://www.youtube.com/watch?v=ha_uXeM476Q El camino a la transición energética no tiene retorno. La hoja de ruta del hidrógeno, diseñada para su desarrollo, generación y uso durante los ...","vie, 1 oct 2021"
https://www.elheraldo.co/economia/2018/02/16/geb-construira-proyecto-transmision-de-parques-eolicos-en-la-guajira/,GEB construirá proyecto transmisión de parques eólicos en la Guajira,"El Grupo de Energía de Bogotá (GEB) ganó la adjudicación del primer proyecto de transmisión de electricidad en Colombia, para la conexión de los parques ...","vie, 16 feb 2018"
https://www.elheraldo.co/economia/2021/04/26/municipios-recibiran-transferencias-por-proyectos-renovables/,Municipios recibirán transferencias por proyectos renovables,Los municipios ubicados en la zona de influencia de los proyectos de generación de energía con fuentes renovables no convencionales podrán recibir transferencias las cuales ...,"lun, 26 abr 2021"
https://www.elheraldo.co/contenidos-en-alianza/2020/09/28/la-guajira-con-gran-potencial-para-generar-energias-alternativas/,La Guajira con gran potencial para generar energías alternativas,"El departamento de La Guajira tiene un potencial de 15.000 MW solo en energía eólica y granjas solares, lo que representaría cerca del 90% del ...","lun, 28 sept 2020"
https://www.elheraldo.co/editoriales/2022/03/11/con-el-viento-a-favor-del-parque-eolico-marino/,Con el viento a favor del parque eólico marino,"https://www.youtube.com/watch?v=4e3leXs344E El potencial de vientos de las aguas marinas del Atlántico, superior al registrado frente a las costas de La Guajira, hace de esta área ...","vie, 11 mar 2022"
https://www.elheraldo.co/columnas-de-opinion/simon-gaviria/2022/03/01/descarbonizar-colombia-columna-de-simon-gaviria-891164/,Descarbonizar Colombia | Columna de Simón Gaviria,"Es el esfuerzo de eliminar la producción de dióxido de carbono en la economía. Con las 237 millones de toneladas que emitimos al año, 0.47% ...","mar, 1 mar 2022"
https://www.elheraldo.co/la-guajira/2018/04/10/anla-evalua-primer-parque-eolico-de-nivel-nacional-que-estara-en-la-guajira/,Anla evalúa primer parque eólico de nivel nacional que estará en La Guajira,"La Autoridad Nacional de Licencias Ambientales, ANLA, evalúa el proyecto para instalar el primer parque eólico del nivel nacional, el cual estará ubicado en La ...","mar, 10 abr 2018"
https://www.elheraldo.co/columnas-de-opinion/simon-gaviria/2020/10/14/caribe-renovable-765705/,Caribe renovable,"Era intensa la hostilidad contra Electricaribe, los que tenemos familia costeña entendemos. Al año había 124 horas de apagón, para algunos más de 750 horas. ...","mié, 14 oct 2020"
https://www.elheraldo.co/economia/2018/10/29/para-cuando-las-energias-renovables-en-la-region/,¿Para cuándo las energías renovables en la región?,"Ante los problemas energéticos que sufre la Región Caribe, una alternativa que debe ser tenida en cuenta es el uso de combustibles renovables que no ...","lun, 29 oct 2018"
https://www.elheraldo.co/la-guajira/2018/04/16/la-rap-comenzo-a-estructurar-el-plan-de-desarrollo-regional/,La RAP comenzó a estructurar el Plan de Desarrollo Regional,La primera reunión con el fin de coordinar todo lo relacionado con la elaboración del Plan de Desarrollo de la Región Administrativa y de Planificación ...,"lun, 16 abr 2018"
https://www.elheraldo.co/economia/2017/07/13/adjudican-a-isa-obras-de-transmision-en-cesar-guajira-y-magdalena/,"Adjudican a ISA obras de transmisión en Cesar, Guajira y Magdalena","La Unidad de Planeación Minero Energética (UPME) adjudicó a ISA el diseño, construcción, operación y mantenimiento de las líneas de transmisión Copey - Cuestecitas a ...","jue, 13 jul 2017"
https://www.elheraldo.co/la-guajira/2018/05/22/en-la-guajira-decomisan-16-tortugas-en-vias-de-extincion/,En La Guajira decomisan 16 tortugas en vías de extinción,La Policía nacional rescató 16 tortugas marinas que iban amarradas en una camioneta y las cuales pretendían ser comercializadas en el municipio de Maicao. Según ...,"mar, 22 may 2018"
https://www.elheraldo.co/tendencias/2016/03/27/el-sol-y-las-brisas-del-caribe-son-potencial-de-energias-renovables/,El sol y las brisas del Caribe son potencial de energías renovables,"El sol de mediodía en Barranquilla impacta sobre tres paneles en la Universidad del Norte, generando energía que después de un proceso de transformación se ...","dom, 27 mar 2016"
https://www.elheraldo.co/la-guajira/2017/02/21/santos-asume-personalmente-soluciones-para-la-crisis-guajira/,Santos asume personalmente soluciones para la crisis guajira,"No se me ha pasado por la cabeza tomarme La Guajira', fue lo primero que el presidente Juan Manuel Santos les aclaró a los siete ...","mar, 21 feb 2017"
https://www.elheraldo.co/contenidos-en-alianza/2020/09/26/recuperar-la-economia/,Recuperar la economía,Por: Erika Fontalvo Superar los efectos de la pandemia del coronavirus que desencadenó el confinamiento de millones de personas y la parálisis de la economía ...,"sáb, 26 sept 2020"
https://www.elheraldo.co/la-guajira/2025/09/05/inauguran-planta-desalinizadora-de-energia-solar-en-mayapo/,Inauguran planta desalinizadora de energía solar en Mayapo,"Con el fin de garantizar agua limpia y sostenible a familias y estudiantes del Internado Etnoeducativo Rural Laachon , ubicado en el corregimiento de Mayapo ...","vie, 5 sept 2025"
https://www.elheraldo.co/cartas-de-lectores/2016/03/17/energias-renovables-249187/,Energías renovables,"Estamos a las puertas de un nuevo apagón, y los principales responsables ofrecieron sus renuncias, pero eso no resuelve el inmenso perjuicio ocasionado, por acción ...","jue, 17 mar 2016"
https://www.elheraldo.co/atlantico/2025/10/20/air-e-asegura-el-81-de-su-energia-para-2026-y-garantiza-continuidad-del-servicio-en-el-caribe/,Air-e asegura el 81 % de su energía para 2026 y garantiza continuidad del servicio ...,"La Superintendencia de Servicios Públicos Domiciliarios (Superservicios) informó que la empresa Air-e logró adquirir el 81 % de la energía que requerirá en 2026, tras ...","lun, 20 oct 2025"
https://www.elheraldo.co/economia/2017/11/29/andeg-preocupada-aun-por-la-deuda-de-electricaribe/,"Andeg, preocupada aún por la deuda de Electricaribe","El presidente de la Asociación Nacional de Empresas Generadoras (Andeg), Alejandro Castañeda, dijo que al gremio le preocupa la deuda que tenía la empresa Electricaribe, ...","mié, 29 nov 2017"
https://www.elheraldo.co/economia/2016/02/09/nuevo-plan-de-expansion-electrica-incluye-4-obras-de-transmision-en-la-costa-caribe/,Nuevo plan de expansión eléctrica incluye 4 obras de transmisión en la Costa Caribe,"Para garantizar el abastecimiento de energía eléctrica de Colombia desde este año hasta 2029, el Ministerio de Minas y Energía anunció este lunes que acogerá ...","mar, 9 feb 2016"
https://www.elheraldo.co/atlantico/2025/09/28/los-cuellos-de-botella-que-frenan-la-entrada-de-nueva-energia-firme-en-el-pais/,Los “cuellos de botella” que frenan la entrada de nueva energía firme en el país,"Una infraestructura de transmisión saturada, obsoleta y, en algunos casos, inexistente en varias regiones del país son algunas de las principales razones por las que ...","sáb, 27 sept 2025"
https://www.elheraldo.co/columnas-de-opinion/2025/10/13/mientras-el-mundo-suma-colombia-resta/,"“Mientras el mundo suma, Colombia resta”.","Epicteto, filosofo estoico, llegó a Roma como esclavo y, luego de su manumisión, se educó en esa corriente llegando a ser de sus más destacados ...","lun, 13 oct 2025"
https://www.elheraldo.co/economia/2025/09/01/ecopetrol-nego-que-se-haya-realizado-proceso-de-contratacion-para-la-regasificadora-en-el-caribe/,Ecopetrol negó que se haya realizado proceso de contratación para la regasificadora en el Caribe,"La compañía Ecopetrol negó que se hayan adelantado procesos de contratación en proyectos de regasificación, y que actualmente no existen procesos abiertos, no obstante, reconocen ...","lun, 1 sept 2025"
https://www.elheraldo.co/atlantico/2025/10/12/cuales-son-las-verdaderas-razones-detras-de-la-reduccion-de-las-tarifas-para-los-usuarios-en-el-caribe/,¿Cuáles son las verdaderas razones detrás de la reducción de las tarifas para los usuarios ...,El pasado 6 de octubre la Superintendencia de Servicios Públicos Domiciliarios aseguró que la tarifa de energía de la empresa Air-e —intervenida por el Gobierno ...,"sáb, 11 oct 2025"
https://www.elheraldo.co/atlantico/2025/10/02/air-e-busca-garantizar-contratos-que-estabilicen-los-precios-de-la-energia-para-los-anos-2026-y-2027/,Air-e busca garantizar contratos que estabilicen los precios de la energía para los años 2026 ...,"La empresa Air-e Intervenida abrió una invitación pública a todos los generadores del país, térmicos, hídricos o renovables, y a los comercializadores con energía disponible, ...","jue, 2 oct 2025"
https://www.elheraldo.co/atlantico/2025/10/04/creg-ajusta-normativa-para-contratacion-directa-entre-generadores-y-empresas-intervenidas/,Creg ajusta normativa para contratación directa entre generadores y empresas intervenidas,La Comisión de Regulación de Energía y Gas (Creg) modificó la Resolución 101 067 de 2024 para ajustar las reglas de contratación directa de energía ...,"vie, 3 oct 2025"
https://www.elheraldo.co/region/2012/11/19/noticias-regionales/,Noticias Regionales,Noticias Regionales,"lun, 19 nov 2012"
